Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%▼,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
128,Brandon Ingram,27,NOP,SF,18,18,595,16.2,0.56,0.345,0.165,3,15.6,9.1,27.1,1.3,1.7,16.2,30.2,-0.1,0.2,0,0.001,1.5,-1.8,-0.3,0.3,
129,Jaden McDaniels,24,MIN,PF,56,56,1780,12.5,0.558,0.394,0.148,5.4,13.8,9.7,8.3,2.2,2.6,10,15.6,1.4,2.7,4.1,0.111,-1.8,1.6,-0.1,0.9,
130,Klay Thompson,34,DAL,SF,48,48,1310,13.1,0.558,0.645,0.071,2.5,11.2,7,10.6,1.4,1.5,9.8,21.6,0.6,1,1.6,0.058,1,-1.2,-0.2,0.6,
131,Ja Morant,25,MEM,PG,32,32,920,19,0.557,0.307,0.384,2.5,13,7.9,37.1,2.1,1.1,16.9,30.9,1.1,1.2,2.3,0.12,2.9,-0.3,2.6,1.1,
132,Donte DiVincenzo,28,MIN,SG,40,8,1057,12.7,0.557,0.748,0.134,2.4,12.8,7.7,19.8,2.2,0.6,15.2,19.1,0.6,1.4,2,0.092,-0.2,1,0.9,0.8,
133,Andrew Nembhard,25,IND,SG,37,37,1049,12.5,0.557,0.282,0.299,2.2,10.7,6.5,22.8,2.2,0.4,15.7,17.1,0.8,0.8,1.6,0.072,-2.3,0.1,-2.2,-0.1,
134,Scoot Henderson,20,POR,PG,47,9,1245,13.7,0.557,0.412,0.32,2.8,9.8,6.2,29.5,2.1,0.9,19,21.9,0.7,0.8,1.5,0.058,-0.8,-0.7,-1.4,0.2,
135,Russell Westbrook,36,DEN,PG,48,27,1328,15.9,0.556,0.337,0.31,5.8,14.1,10.1,30,2.6,1.6,20.7,22.5,0.8,1.5,2.3,0.084,0.1,0.4,0.5,0.8,
136,Nic Claxton,25,BRK,C,47,39,1249,16.1,0.554,0.037,0.283,8.8,24.3,16.3,12,1.8,5.3,11.9,17.1,0.9,1.8,2.7,0.104,-1.4,1.5,0.1,0.7,
137,Miles McBride,24,NYK,PG,44,0,1022,12.8,0.553,0.583,0.145,3.7,7.7,5.7,14.5,1.9,0.6,7.7,16.5,1.5,0.7,2.2,0.101,0.1,-0.3,-0.2,0.5,
138,Tobias Harris,32,DET,PF,53,53,1692,13.4,0.553,0.336,0.197,3.2,17.2,10.2,9.9,1.4,2.5,8.2,17.6,1.5,2,3.5,0.099,-0.9,0.3,-0.5,0.6,
139,Toumani Camara,24,POR,PF,53,53,1713,11.4,0.553,0.48,0.176,7.7,12.3,9.9,8.6,2.1,1.8,13.9,13.8,1.1,1.3,2.4,0.068,-1.7,0.3,-1.4,0.3,
140,Malik Monk,26,SAC,SG,47,34,1534,15.6,0.552,0.46,0.195,1.4,11.5,6.5,26.1,1.5,1.9,12.1,24.2,1.5,1.2,2.7,0.085,0.7,-0.7,-0.1,0.8,
141,RJ Barrett,24,TOR,SF,42,42,1393,16.9,0.551,0.303,0.312,3.2,18.5,10.8,27.6,1.2,0.9,13.1,28.9,0.6,1,1.6,0.055,1.3,-0.8,0.4,0.9,
142,Cade Cunningham,23,DET,PG,50,50,1777,20,0.551,0.303,0.237,2.7,17,9.9,43.7,1.3,2.1,15.9,32.6,2,2,4,0.108,3.6,-0.2,3.4,2.4,
143,Jaylen Brown,28,BOS,SF,46,46,1624,17.7,0.55,0.323,0.287,4.4,14.1,9.3,21.9,1.7,0.7,11.3,29,1.7,2.1,3.9,0.114,0.4,-0.5,-0.1,0.8,
144,Jordan Clarkson,32,UTA,SG,30,7,790,16.2,0.55,0.461,0.284,2.7,11,6.9,24,1.5,1,11.8,28,0.8,0.2,1,0.059,1.7,-2,-0.3,0.3,
145,Gradey Dick,21,TOR,SG,48,48,1416,11.4,0.547,0.496,0.24,2.8,9.6,6.2,9,1.4,0.7,10,21.9,0.4,0.6,1,0.034,-1.5,-1.7,-3.3,-0.5,
146,Jalen Green,22,HOU,SG,55,55,1827,14.7,0.547,0.46,0.229,1.8,12.3,6.9,14.1,1.2,0.9,11.6,27.2,1.2,2.1,3.3,0.087,1,-0.8,0.3,1.1,
147,Kelly Oubre Jr.,29,PHI,SF,51,48,1770,13.5,0.546,0.334,0.24,5.2,16.8,10.8,8.2,2.2,1.5,8.8,18.5,1.1,1.6,2.7,0.072,-1.7,-0.4,-2.1,0,
148,Keldon Johnson,25,SAS,SF,49,0,1135,13.7,0.546,0.376,0.254,5.9,14.5,10.3,8.8,1.2,0.9,7.5,21,0.9,0.8,1.6,0.069,-1.1,-1.5,-2.5,-0.2,
149,Buddy Hield,32,GSW,SG,55,22,1296,11.5,0.545,0.684,0.08,2.4,12.9,7.5,10.4,1.8,1.2,10.2,20.9,0,1.4,1.4,0.053,-1.3,-0.5,-1.8,0,
150,LaMelo Ball,23,CHO,PG,33,33,1078,21,0.544,0.524,0.231,3,14,8.4,43.9,2,0.9,12.5,37.3,1.2,1.1,2.3,0.101,5,-0.3,4.7,1.8,
151,T.J. McConnell,32,IND,PG,52,0,965,18.9,0.544,0.072,0.126,3.3,11.9,7.7,37.4,3,1.3,14.4,24.6,0.9,1,1.9,0.096,0.5,0.4,1,0.7,
152,P.J. Washington,26,DAL,PF,43,42,1400,14.1,0.544,0.359,0.279,5.6,21.5,13.7,9.8,1.8,2.8,12.4,19.6,0.6,1.8,2.4,0.082,-0.9,0.5,-0.4,0.6,
153,Shaedon Sharpe,21,POR,SG,47,31,1418,13.6,0.544,0.427,0.216,2.6,11.3,6.9,13.2,1.3,0.6,10.4,24.5,0.6,0.6,1.3,0.044,-0.6,-1.7,-2.3,-0.1,
154,Kentavious Caldwell-Pope,31,ORL,SG,53,53,1603,9.2,0.543,0.626,0.178,1.4,6.9,4,8.6,2.4,1.5,9.6,12.7,0.5,2.2,2.8,0.083,-3.7,1.6,-2,0,
155,Josh Giddey,22,CHI,PG,51,51,1466,15.4,0.542,0.377,0.218,5.9,19.7,12.9,30.7,1.8,1.8,19.4,20.3,0.9,1.3,2.3,0.075,0.2,0.4,0.6,1,
156,Mike Conley,37,MIN,PG,47,41,1179,13.1,0.542,0.663,0.195,2.3,9.4,5.9,25.3,2.4,0.7,12.5,15,1.7,1.5,3.3,0.134,-0.4,1.5,1,0.9,
157,Wendell Carter Jr.,25,ORL,C,43,26,1082,13.9,0.542,0.321,0.427,7.9,25.8,16.3,13.6,1.6,1.8,11,15.7,1.1,1.8,2.9,0.13,-2.1,1.2,-0.9,0.3,
158,Dillon Brooks,29,HOU,SF,52,52,1677,10.1,0.541,0.516,0.149,3.8,8.7,6.2,6.7,1.2,0.6,7.6,17.3,1.5,1.7,3.3,0.094,-1.8,-0.2,-2.1,0,
159,Paul George,34,PHI,PF,35,35,1124,14.7,0.54,0.465,0.173,2,17.8,9.5,22,2.7,1.4,14.7,24.1,-0.1,1.2,1.1,0.045,-0.5,0.2,-0.4,0.5,
160,Brandon Miller,22,CHO,SF,27,27,924,14.2,0.54,0.597,0.161,2.8,12.6,7.6,18.2,1.5,2.1,12.6,27.7,0,0.8,0.8,0.043,1,-0.8,0.2,0.5,
161,Alperen Şengün,22,HOU,C,52,52,1615,21.9,0.54,0.094,0.345,11,25.2,17.9,25.3,1.9,2.2,12,26.2,2.9,3,5.9,0.175,3,2,4.9,2.8,
162,D'Angelo Russell,28,2TM,PG,45,23,1154,14.9,0.54,0.54,0.227,1.4,11.2,6.3,30.7,1.9,1.5,13.7,24.2,0.8,1,1.8,0.074,0.5,-0.4,0.1,0.6,
163,Keyonte George,21,UTA,PG,44,32,1390,12.9,0.539,0.56,0.297,1.5,11,6.3,28.5,1.1,0.5,15.9,24.1,0.8,0.1,0.9,0.031,-0.1,-2.5,-2.6,-0.2,
164,Bam Adebayo,27,MIA,C,51,51,1734,17.9,0.539,0.191,0.3,8.4,23.7,16.1,21.2,1.8,2.2,12.6,23.1,1.5,2.6,4.1,0.114,0.1,0.9,1.1,1.3,
165,Jonathan Kuminga,22,GSW,PF,32,10,832,16.5,0.539,0.274,0.4,5.4,15.2,10.1,13.7,1.7,2.1,9.1,27.6,0.4,1,1.4,0.079,0.4,-0.1,0.2,0.5,
166,Devin Vassell,24,SAS,SG,37,26,1128,13.4,0.538,0.46,0.142,2.1,10,6.1,14.7,1.8,1.3,9.1,22.8,0.2,0.8,1,0.043,-0.9,-0.9,-1.8,0.1,
167,Bobby Portis,29,MIL,PF,46,7,1160,17.6,0.538,0.296,0.12,7.9,26.7,17.6,13.6,1.3,2,8.7,24.1,0.8,1.7,2.5,0.103,0.4,-0.6,-0.1,0.5,
168,Keegan Murray,24,SAC,PF,52,52,1820,11.2,0.537,0.525,0.101,6.6,15.7,11.1,5.6,1.1,2.4,7.5,14.7,1.3,1.5,2.8,0.073,-1.4,-0.9,-2.3,-0.2,
169,Miles Bridges,26,CHO,PF,38,38,1221,17,0.536,0.404,0.222,3.4,22.9,12.9,20.4,1,1.9,10,26.8,0.9,1.3,2.2,0.086,1.6,-0.4,1.2,1,
170,Jalen Suggs,23,ORL,PG,35,35,1002,14.4,0.536,0.503,0.229,2.5,14.6,8.2,22,2.5,3.2,16.2,27.4,-0.6,1.8,1.1,0.053,-0.7,1.2,0.4,0.6,
171,Brandon Boston Jr.,23,NOP,SG,42,10,993,12.8,0.535,0.367,0.223,2.9,12,7.3,13.8,2.6,0.8,11.1,20,0.3,0.4,0.7,0.032,-2.2,-0.4,-2.5,-0.1,
172,Tristan Da Silva,23,ORL,SF,52,35,1294,10.3,0.535,0.501,0.137,5.3,13.1,8.9,10.2,1,1,10.5,15.1,0.6,1.5,2.1,0.077,-2,-0.3,-2.3,-0.1,
173,Dennis Schröder,31,3TM,PG,50,41,1449,12.6,0.535,0.459,0.208,1,9.1,4.9,29.2,1.8,0.5,14.5,22.6,0.6,1.1,1.8,0.059,-1.6,-1,-2.6,-0.2,
174,Jerami Grant,30,POR,PF,41,41,1330,11.5,0.533,0.501,0.291,1.9,9.4,5.6,9.8,1.1,3,8.9,19.6,0.8,0.7,1.4,0.052,-0.9,-0.7,-1.6,0.1,
175,Brandin Podziemski,21,GSW,SG,42,11,1063,13.4,0.532,0.486,0.184,4,16,9.8,19.7,2.1,0.7,10.7,16.9,1,1.3,2.3,0.103,-1.1,1.1,-0.1,0.5,
176,Dyson Daniels,21,ATL,SG,50,50,1698,14.8,0.531,0.275,0.154,5.2,12.3,8.6,16.5,4.1,2.2,12.3,17.9,0.6,2.5,3.1,0.086,-1.7,2.6,0.9,1.2,
177,Ziaire Williams,23,BRK,SF,40,23,944,12,0.53,0.51,0.28,5.1,18.7,11.6,9.5,2.1,1.7,10.2,18.3,0.3,1.1,1.4,0.069,-2.6,0.1,-2.6,-0.1,
178,Carlton Carrington,19,WAS,PG,54,39,1594,8.8,0.528,0.57,0.104,1.4,12.8,7,18.9,1.2,0.6,15.3,14.3,0.1,0.2,0.3,0.008,-3.4,-1.2,-4.6,-1.1,
179,Jaime Jaquez Jr.,23,MIA,SF,46,11,1063,13.6,0.528,0.263,0.343,6.1,16,11.1,17.6,2.4,0.8,14.8,19.7,0.2,1.4,1.6,0.074,-2.2,0.6,-1.6,0.1,
180,Scottie Barnes,23,TOR,PF,42,42,1453,17.9,0.527,0.29,0.273,4.8,20.3,12.5,28.4,2.1,3.2,13.6,26.9,0.5,1.6,2.1,0.07,1.7,0.8,2.5,1.7,
181,Zaccharie Risacher,19,ATL,SF,48,46,1142,11.3,0.526,0.418,0.218,5.4,9.8,7.6,7.4,1.5,1.8,8.9,20.5,0.1,0.8,0.9,0.037,-2.6,-1.6,-4.2,-0.6,
182,Cole Anthony,24,ORL,PG,51,13,887,13.7,0.522,0.396,0.204,3.9,15.8,9.5,27,1.9,1.8,15.4,26.1,-0.3,1.4,1,0.056,-1.5,0.5,-1,0.2,
183,Dalano Banton,25,POR,PG,42,0,667,14.8,0.521,0.441,0.269,2.3,11.1,6.6,22.2,2.1,2.9,13.1,26,0,0.5,0.5,0.039,0.9,-0.3,0.6,0.4,
184,Fred VanVleet,30,HOU,PG,45,45,1596,13.6,0.521,0.595,0.174,1.9,9.9,5.8,22.7,2.2,1.1,10,18.1,2,2.2,4.2,0.127,0.1,1.3,1.4,1.4,
185,Jalen Wilson,24,BRK,PF,53,15,1446,8.5,0.519,0.55,0.233,4.5,10.7,7.5,10.6,1,0.2,11.4,16.2,0.2,0.7,0.9,0.03,-3.3,-1.3,-4.6,-0.9,
186,Stephon Castle,20,SAS,PG,51,29,1303,12.1,0.515,0.352,0.316,3.4,8.2,5.8,20.6,1.6,0.9,13.3,24.1,-0.2,0.8,0.5,0.02,-2.3,-1.5,-3.8,-0.6,
187,Anthony Black,21,ORL,PG,52,9,1295,10.7,0.515,0.307,0.356,2.6,10.1,6.1,20.8,2.1,2,17,18.9,-0.4,1.9,1.4,0.053,-3.6,0.8,-2.7,-0.2,
188,Terry Rozier,30,MIA,PG,47,21,1340,11.3,0.514,0.471,0.171,3,12.6,7.8,15.4,1,1,10.4,20.8,-0.1,1.1,1,0.036,-2.1,-1.2,-3.3,-0.4,
189,Bilal Coulibaly,20,WAS,SF,50,50,1672,10.9,0.513,0.366,0.302,4.5,11.4,7.9,15.2,1.9,2,14.7,17.6,-0.3,0.6,0.3,0.008,-2.9,-0.7,-3.5,-0.7,
190,Paolo Banchero,22,ORL,PF,22,22,731,16.7,0.512,0.296,0.398,3.6,22.6,12.5,27.8,1,2.4,12.3,32.9,-0.4,1.1,0.7,0.046,1.1,-0.2,0.9,0.5,
191,Cam Whitmore,20,HOU,SF,36,0,630,13.4,0.512,0.468,0.175,4.3,15.6,9.8,7.8,1.9,1.3,9.4,24.4,0,0.9,1,0.073,-0.6,-0.4,-1,0.2,
192,Kevin Huerter,26,2TM,SG,46,15,957,9.9,0.504,0.654,0.096,2.6,12.6,7.6,11.2,2,1.6,10.8,17.2,-0.2,0.8,0.6,0.031,-2.8,-0.3,-3.2,-0.3,
193,Kyshawn George,21,WAS,SG,48,18,1256,8,0.499,0.682,0.169,3.1,12.8,7.9,11.5,1.6,2.1,13.9,15,-0.6,0.4,-0.1,-0.005,-4.2,-0.8,-5,-0.9,
194,Jordan Hawkins,22,NOP,SG,37,5,850,9.9,0.499,0.577,0.187,1.6,10,5.7,6.9,1.2,1.6,7.5,21.1,-0.4,0,-0.3,-0.019,-2.5,-3.1,-5.6,-0.8,
195,Patrick Williams,23,CHI,PF,45,35,1179,8.8,0.494,0.522,0.168,3,12.9,8,10.3,1.3,2,12.6,16.9,-0.7,0.7,0,-0.001,-3.1,-0.9,-4.1,-0.6,
196,Dejounte Murray,28,NOP,PG,31,31,1012,15.6,0.494,0.352,0.251,1.7,20.3,10.7,34.9,3,1.1,16.2,27.3,-0.6,0.8,0.2,0.009,-1.1,-0.4,-1.5,0.1,
197,Kyle Kuzma,29,2TM,PF,36,33,1020,10.7,0.491,0.351,0.243,3.1,19.6,11.3,14.1,1,0.7,13,26.5,-1.7,0.4,-1.3,-0.06,-3.1,-2.3,-5.3,-0.9,
198,Alex Sarr,19,WAS,C,42,42,1129,12.5,0.479,0.423,0.193,6.9,19.1,12.9,12.5,1.1,5.3,10.4,20.6,-0.6,0.7,0.1,0.004,-2.5,-0.8,-3.2,-0.4,
199,Kevin Porter Jr.,24,2TM,SG,47,2,916,12.3,0.479,0.259,0.187,3.6,16.8,10.3,25.2,2.4,1.2,16.2,25.3,-1.1,1.5,0.4,0.019,-3.1,0.8,-2.3,-0.1,
200,Keon Johnson,22,BRK,SG,52,32,1210,9.7,0.478,0.518,0.166,3.6,14.4,8.8,13.1,2,1.5,10.5,21.8,-1,1.2,0.1,0.006,-3.7,-0.3,-4,-0.6,
201,Isaiah Collier,20,UTA,PG,46,21,1089,8.1,0.472,0.335,0.174,1.7,12.5,7.2,34.6,1.7,0.9,28.2,17.9,-1.2,0.3,-0.9,-0.038,-4.5,-1.6,-6.1,-1.2,
